round,n,best,mean,success_rate_80,avg_pairwise_hamming(top_k)
0,5,0.6456353068351746,0.6309577345848083,0.0,15.333333333333334
1,5,0.6412585377693176,0.5998544335365296,0.0,28.333333333333332
